연번,업소명,업태,업소주소
19810,역전할머니맥주(만촌점),호프/통닭,대구광역시 수성구 만촌로 104(1층 만촌동)
19811,역전할머니맥주(황금점),호프/통닭,대구광역시 수성구 들안로32길 106(황금동)
19812,역전할머니맥주수성못점,한식,"대구광역시 수성구 수성못2길 55(두산동,, 658-7, 659-8)"
19813,역전할머니맥주알파시티점,호프/통닭,"대구광역시 수성구 알파시티2로 26(더THE-리치빌딩 1층 101,102호 시지동)"
19814,연,한식,대구광역시 수성구 들안로 412(2층 범어동)
19815,연경반점,중국식,대구광역시 수성구 수성로 222(중동)
19816,연남물갈비대구지산점,식육(숯불구이),대구광역시 수성구 용학로 293-7(지산동)
19817,연리희재대구,기타,대구광역시 수성구 들안로14길 53(1층 두산동)
19818,연수원뷔페,한식,대구광역시 수성구 무학로 203(지하1층 지산동)
19819,연어로만,일식,"대구광역시 수성구 동대구로 95(108동 902호 두산동, 수성SK리더스뷰)"
19820,연어집(시지경산점),회집,대구광역시 수성구 신매로6길 8-4(1층 신매동)
19821,연우기분좋은날,호프/통닭,대구광역시 수성구 지산로 47(지산동)
19822,연지,한식,대구광역시 수성구 수성로19길 59(1층 상동)
19823,연탄도니북성로불고기,한식,대구광역시 수성구 세진로 73(만촌동)
19824,연탄집처녀돼지,식육(숯불구이),대구광역시 수성구 들안로 400-1(범어동)
19825,연포차,기타,"대구광역시 수성구 파동로 223(9동 1층 106호 파동, 송원맨션)"
19826,연푸드,한식,대구광역시 수성구 상화로4길 30(1층 상동)
19827,연하,한식,대구광역시 수성구 청솔로6길 47(1층 황금동)
19828,연희옥,한식,대구광역시 수성구 범어로 113(범어동)
19829,열도분식수성점,식육(숯불구이),대구광역시 수성구 달구벌대로522길 15-14(1층 만촌동)
19830,열무밭에 돈,식육(숯불구이),"대구광역시 수성구 수성로 52(상동,외1필지418-1)"
19831,열정국밥,한식,대구광역시 수성구 신매로16길 56-8(1층 신매동)
19832,열정국밥앤(&)냉면,한식,대구광역시 수성구 청솔로14길 36(범어동)
19833,엽전레스토랑,,대구광역시 수성구 희망로 206(황금동)
19834,영구땡칠이야식,한식,대구광역시 수성구 들안로8길 22-3(두산동)
19835,영남반점,중국식,대구광역시 수성구 신천동로84길 14(수성동4가)
19836,영남반점식당,중국식,대구광역시 수성구 명덕로 390(수성동1가)
19837,영덕식당,회집,대구광역시 수성구 국채보상로162길 44(범어동)
19838,영덕회타운,회집,대구광역시 수성구 청수로4길 36(중동)
19839,영미김밥대구범어점,김밥(도시락),대구광역시 수성구 범어로19길 57(1층 범어동)
19840,영미네집밥,한식,대구광역시 수성구 천을로31길 7-15(1층 매호동)
19841,영심이,식육(숯불구이),대구광역시 수성구 지산로3길 95(지산동)
19842,영애,한식,대구광역시 수성구 지산로9길 10-9(1층 지산동)
19843,영의정 회 세꼬시,회집,대구광역시 수성구 청솔로 63(수성동3가)
19844,영이네식당,한식,대구광역시 수성구 수성로70길 45(1층 수성동2가)
19845,영일만,기타,대구광역시 수성구 지범로 73(1층 지산동)
19846,영천생고기,호프/통닭,"대구광역시 수성구 신천동로 298(수성동1가,1층)"
19847,영천생고기,한식,대구광역시 수성구 달구벌대로480길 25(범어동)
19848,영천육회전문점,식육(숯불구이),대구광역시 수성구 달구벌대로647길 20-1(신매동)
19849,영천한우식객,한식,대구광역시 수성구 무열로 59(만촌동)
19850,영호물회,회집,"대구광역시 수성구 달구벌대로637길 22-3(1층 점포5호 매호동, 매호리첸시아아파트)"
19851,영호회센타,회집,"대구광역시 수성구 달구벌대로637길 22-3(1층 점포4호 매호동, 매호리첸시아아파트)"
19852,영화반점,중국식,대구광역시 수성구 들안로28길 8(황금동)
19853,영화찜갈비전문점,한식,대구광역시 수성구 교학로2길 51(만촌동)
19854,예담국시밥,한식,대구광역시 수성구 신매로8길 6(신매동)
19855,예랑,한식,대구광역시 수성구 무학로21길 19(두산동)
19856,예랑,식육(숯불구이),대구광역시 수성구 동대구로25길 16(황금동)
19857,예쁨씨미니김밥,한식,"대구광역시 수성구 수성로75길 16(401동 105호 수성동1가, 유성푸르나임)"
19858,예송5795,경양식,대구광역시 수성구 용학로 298(지하1층 범물동)
19859,예송회수산,일식,대구광역시 수성구 상화로 28-1(상동)
19860,예안정,한식,"대구광역시 수성구 동대구로 251(1,2층 범어동)"
19861,예원,식육(숯불구이),대구광역시 수성구 파동로 78(파동)
19862,예전손국수,한식,"대구광역시 수성구 청호로67길 63(황금동,,104,105,106)"
19863,예전애 서울칡냉면,한식,대구광역시 수성구 고산로18길 15(신매동)
19864,예전에추어탕,탕류(보신용),대구광역시 수성구 지범로46길 16-17(범물동)
19865,예진밥상,한식,"대구광역시 수성구 동대구로12안길 10(지산동,두원빌딩 120,121,126,127,128호)"
19866,예통,호프/통닭,대구광역시 수성구 청수로 99(1층 황금동)
19867,예향,한식,대구광역시 수성구 희망로 141-1(중동)
19868,옌타이 심야반점,중국식,대구광역시 수성구 무학로21길 98(두산동)
19869,옛고을 양푼이찜닭,호프/통닭,대구광역시 수성구 달구벌대로627길 22-22(매호동)
19870,옛고을식당,한식,대구광역시 수성구 지범로47길 8-3(범물동)
19871,옛골칼국수,분식,대구광역시 수성구 달구벌대로488길 7(범어동)
19872,옛날삼겹살,식육(숯불구이),대구광역시 수성구 청수로24길 17(두산동)
19873,옛날생막창,,대구광역시 수성구 고산로4안길 35(신매동)
19874,옛날석쇠불고기,한식,대구광역시 수성구 시지로 41(시지동)
19875,옛날손칼국수,한식,"대구광역시 수성구 용학로 325(507동 1층 1호 지산동, 지산5단지아파트)"
19876,옛날식당,한식,대구광역시 수성구 수성로52길 13(중동)
19877,옛날추어탕,한식,대구광역시 수성구 신매로16길 74(신매동)
19878,옛날통닭,호프/통닭,대구광역시 수성구 달구벌대로 3249(1층 신매동)
19879,옛날통닭,호프/통닭,대구광역시 수성구 달구벌대로650길 59(욱수동)
19880,옛날통닭 지산점,호프/통닭,대구광역시 수성구 용학로30길 115(1층 104호 지산동)
19881,옛맛,식육(숯불구이),"대구광역시 수성구 만촌로 12-1(만촌동,22)"
19882,옛맛빈대떡,정종/대포집/소주방,대구광역시 수성구 동원로28길 35(만촌동)
19883,옛맛생고기촌,식육(숯불구이),대구광역시 수성구 동원로 40(만촌동)
19884,옛순가순대국밥,한식,대구광역시 수성구 동대구로73길 16(범어동)
19885,옛이야기,호프/통닭,대구광역시 수성구 노변공원로 23(시지동)
19886,옛진못골,회집,대구광역시 수성구 범어로20길 90(범어동)
19887,옛추억포장마차,기타,대구광역시 수성구 알파시티2로3길 90(1층 시지동)
19888,오가네,한식,대구광역시 수성구 지범로21길 10-3(지산동)
19889,오가네,식육(숯불구이),대구광역시 수성구 범어천로 11(황금동)
19890,오거리회수산,일식,대구광역시 수성구 무학로 127(두산동)
19891,오기피싱,한식,대구광역시 수성구 파동로48길 5-9(1층 파동)
19892,오늘도 국수,한식,대구광역시 수성구 청수로9길 35(중동)
19893,오늘도김치찜,기타,대구광역시 수성구 들안로42안길 56(1층 황금동)
19894,오늘도돈데이,한식,대구광역시 수성구 욱수천로 70(1층 신매동)
19895,오늘도한우,식육(숯불구이),대구광역시 수성구 동대구로7길 20(두산동)
19896,오늘밤에카페바(오늘밤에cafeBAR),한식,대구광역시 수성구 수성로 151(중동)
19897,오늘버거,경양식,"대구광역시 수성구 고산로 123(1-14동 1층 2호 매호동, 하나타운)"
19898,오늘생고기육회비빔밥,한식,대구광역시 수성구 동대구로29길 54(황금동)
19899,오늘와인한잔,식육(숯불구이),대구광역시 수성구 수성못2길 3(1층 두산동)
19900,오늘은분식,분식,대구광역시 수성구 노변공원로 13(1층 시지동)
19901,오늘은칼국수한그릇,한식,대구광역시 수성구 신매로19길 34(2층 신매동)
19902,오늘의메뉴,한식,대구광역시 수성구 희망로36길 115(1층 황금동)
19903,오늘의파스타,경양식,대구광역시 수성구 수성로68길 11(1층 수성동2가)
19904,오늘이닭,한식,대구광역시 수성구 지범로 258(1층 범물동)
19905,오닭꼬치(두산점),호프/통닭,대구광역시 수성구 무학로21길 51(두산동)
19906,오닭꼬치만촌메트로점,식육(숯불구이),대구광역시 수성구 화랑로12길 8(메트로월드 1층 105호 만촌동)
19907,오떡(오!떡),분식,대구광역시 수성구 교학로8길 14(1층 만촌동)
19908,오래된미래(홍당무2),경양식,대구광역시 수성구 범안로 11(범물동)
19909,오레노아지토,식육(숯불구이),대구광역시 수성구 들안로 406(범어동)
19910,오렌지가(家)막창,회집,대구광역시 수성구 들안로 353-1(수성동4가)
19911,오르막치킨,호프/통닭,"대구광역시 수성구 달구벌대로618길 11(상가동 101호 시지동, 태원리버힐)"
19912,오리배포차앤백엘리커피,기타,대구광역시 수성구 용학로25길 38(1층 두산동)
19913,오리세상,식육(숯불구이),대구광역시 수성구 범안로64길 12(삼덕동)
19914,오리의하루,한식,대구광역시 수성구 청호로 235-14(2층 황금동)
19915,오리의하루,한식,대구광역시 수성구 청호로 235-14(1층 황금동)
19916,오리진커피,,대구광역시 수성구 범어천로 8(황금동)
19917,오마모리,식육(숯불구이),대구광역시 수성구 들안로 27(상동)
19918,오마이카츠지산점,기타,대구광역시 수성구 지범로23길 19-8(지산동)
19919,오메가메,기타,대구광역시 수성구 들안로8길 5(두산동)
19920,오메식당,한식,대구광역시 수성구 수성로51길 14(수성동1가)
19921,오모테,일식,대구광역시 수성구 무학로23길 82(1층 두산동)
19922,오미가미,한식,대구광역시 수성구 청수로24길 90(1층 두산동)
19923,오복미역,한식,대구광역시 수성구 명덕로 484(범어동)
19924,오복짬뽕,중국식,대구광역시 수성구 달구벌대로649길 22-5(신매동)
19925,오복참소갈비,한식,대구광역시 수성구 범어로 140-1(범어동)
19926,오봉집만촌점,한식,대구광역시 수성구 달구벌대로 2616(1층 만촌동)
19927,오봉집범어점,한식,대구광역시 수성구 범어천로 117(1층 범어동)
19928,오븐숯불의민족두마리치킨범어점,호프/통닭,대구광역시 수성구 상록로 48(1층 범어동)
19929,오븐애돈닭,호프/통닭,"대구광역시 수성구 수성로 411(107동 105호 수성동4가, 화성쌍용타운)"
19930,오븐에 꾸운닭,호프/통닭,대구광역시 수성구 달구벌대로526안길 21(만촌동)
19931,오비캠프,기타,대구광역시 수성구 무학로 150(3층 두산동)
19932,오빠막창 동구점,기타,대구광역시 수성구 국채보상로 927(1층 만촌동)
19933,오빠막창(수성점),식육(숯불구이),대구광역시 수성구 동대구로12안길 10(두원상가아파트 1층 103호 지산동)
19934,오빠막창(시지점),식육(숯불구이),대구광역시 수성구 달구벌대로627길 14-6(1층 매호동)
19935,오산골,식육(숯불구이),대구광역시 수성구 용학로25길 19(두산동)
19936,오산조은참치대구두산점,한식,대구광역시 수성구 들안로8길 17(1층 두산동)
19937,오삼부대찌개숙주삼겹살,한식,대구광역시 수성구 수성로75길 11(수성동1가)
19938,오손도손한식뷔페,한식,대구광역시 수성구 파동로 201(1층 파동)
19939,오솔라(OSOLAR),기타,"대구광역시 수성구 달구벌대로526길 22(1,2층 만촌동)"
19940,오오뎅뎅,정종/대포집/소주방,대구광역시 수성구 신매로8길 12(신매동)
19941,오오뎅뎅,정종/대포집/소주방,대구광역시 수성구 교학로11길 29(만촌동)
19942,오유미당범어점,일식,"대구광역시 수성구 달구벌대로 2367(상가동 1층 102호 수성동4가, 수성한도맨션)"
19943,오유아이(OUI),식육(숯불구이),대구광역시 수성구 화랑로2길 47(만촌동)
19944,오일리버거범어점,일식,대구광역시 수성구 달구벌대로480길 37(1층 범어동)
19945,오정은a김밥대구범어점,분식,대구광역시 수성구 달구벌대로496길 19-11(1층 범어동)
19946,오즈,기타,대구광역시 수성구 파동로14길 8(1층 파동)
19947,오즈식당,,"대구광역시 수성구 수성못2길 27(두산동,2층)"
19948,오직떡볶이(3층10호),한식,대구광역시 수성구 야구전설로 1(3층 10호 연호동)
19949,오직떡볶이(5층5호),한식,대구광역시 수성구 야구전설로 1(05호 연호동)
19950,오직떡볶이(5층8호),한식,대구광역시 수성구 야구전설로 1(08호 연호동)
19951,오징어달인,한식,대구광역시 수성구 무학로23길 86(1층 두산동)
19952,오천냥식당,한식,대구광역시 수성구 지범로31길 12(지산동)
19953,오천사,호프/통닭,대구광역시 수성구 교학로 52(만촌동)
19954,오크식당(OAK바베큐하우스),한식,대구광역시 수성구 청호로 242-1(1층 황금동)
19955,오키포차,회집,대구광역시 수성구 동대구로29길 35(황금동)
19956,오타쿠,일식,대구광역시 수성구 무학로23길 61(1층 두산동)
19957,오토김밥대구점,한식,"대구광역시 수성구 상록로 15(판매시설동 1층 106호 범어동, 범어센트럴푸르지오)"
19958,오풀런트,중국식,대구광역시 수성구 달구벌대로458길 52(1층 수성동1가)
19959,오픈코르크(opencork),기타,대구광역시 수성구 무학로29길 28-9(1층 지산동)
19960,오하요,기타,대구광역시 수성구 교학로2길 54(1층 만촌동)
19961,오하커피,한식,대구광역시 수성구 청수로 27(중동)
19962,오호리준범어직영점,기타,대구광역시 수성구 동대구로59길 14-2(101호 범어동)
19963,오후키친,호프/통닭,대구광역시 수성구 들안로67길 75(1층 수성동4가)
19964,오히츠,한식,대구광역시 수성구 동대구로52길 14-5(1층 범어동)
19965,옥상달빛,한식,대구광역시 수성구 신천동로88길 63(2층 수성동4가)
19966,옥성루,중국식,대구광역시 수성구 명덕로 456-1(수성동3가)
19967,옥토(OCTO),한식,대구광역시 수성구 용학로31길 58(지산동)
19968,옥희네식당,한식,대구광역시 수성구 교학로 64(1층 만촌동)
19969,온기도자기,한식,대구광역시 수성구 동대구로12길 27(1층 지산동)
19970,온기정,한식,대구광역시 수성구 수성못6길 9(두산동)
19971,온니두,한식,대구광역시 수성구 청호로57길 18-6(황금동)
19972,온니두(봄결),경양식,대구광역시 수성구 달구벌대로536길 42(만촌동)
19973,온더락,기타,대구광역시 수성구 범어천로 51(2층 범어동)
19974,온앤오프,호프/통닭,"대구광역시 수성구 용학로 293-11(지산동,지하)"
19975,온지식당,한식,대구광역시 수성구 지산로3길 132(1층 두산동)
19976,온천골(범어점),한식,대구광역시 수성구 동대구로 336(마크팰리스범어 1층 111호 범어동)
19977,올글래드,경양식,대구광역시 수성구 달구벌대로492길 43(1층 범어동)
19978,올댓치킨,호프/통닭,대구광역시 수성구 지범로31길 8(지산동)
19979,올드,,대구광역시 수성구 범어천로 60-2(2층 범어동)
19980,올래밥상제주생선구이,한식,"대구광역시 수성구 달구벌대로504길 22(제1동 1층, 2층 B101, B201호 범어동)"
19981,올레길에국수잔치,한식,대구광역시 수성구 욱수길 59(욱수동)
19982,올리브김밥천국,분식,대구광역시 수성구 지산로 47(지산동)
19983,올리브레드,기타,대구광역시 수성구 청수로40길 53(1층 황금동)
19984,"올리브분식,떡볶이",분식,대구광역시 수성구 만촌로 130-1(지하1층 만촌동)
19985,올리브비어,회집,대구광역시 수성구 달구벌대로480길 41(범어동)
19986,올모스트선데이,기타,대구광역시 수성구 청호로69길 71(1층 황금동)
19987,올제토커피,기타,대구광역시 수성구 알파시티1로42길 11(1층 106호 대흥동)
19988,올패랑,호프/통닭,대구광역시 수성구 시지로3길 66(시지동)
19989,옹글스카페,기타,대구광역시 수성구 수성로 275(1층 수성동1가)
19990,옹기수제비,한식,대구광역시 수성구 범어천로 34-1(황금동)
19991,옹심이칼국수(고모점),한식,"대구광역시 수성구 고모로 183(고모동,1층,2층)"
19992,와그스테이크,경양식,대구광역시 수성구 유니버시아드로 140(대구스타디움몰 지하1층 대흥동)
19993,와글라스,한식,대구광역시 수성구 수성못길 22(4층 두산동)
19994,와비,한식,대구광역시 수성구 수성로74길 7(수성동2가)
19995,와쇼쿠록기(WASHOKU ROKKI),일식,대구광역시 수성구 청솔로22길 13-1(1층 범어동)
19996,와쇼쿠소라,일식,대구광역시 수성구 청수로31길 13(1층 황금동)
19997,와이(Y)세계주류백화점,기타,대구광역시 수성구 수성로 162(1층 상동)
19998,와이디,기타,대구광역시 수성구 동대구로3길 37(2층 두산동)
19999,와이비케이푸드(YBK푸드),한식,대구광역시 수성구 무학로35길 28(지산동)
20000,와이에이치,한식,대구광역시 수성구 동대구로3길 14(두산동)
20001,와인바러프인,경양식,대구광역시 수성구 상화로 49(2층 상동)
20002,와인인더파리,기타,"대구광역시 수성구 수성로69길 65(상가7동 2층 204호 수성동1가, 수성롯데캐슬더퍼스트2단지)"
20003,와일드그릴핫도그,한식,대구광역시 수성구 달구벌대로504길 6(범어동)
20004,와촌식당두산점,경양식,대구광역시 수성구 무학로 154(두산동)
20005,완미족발대구지산범물점,한식,대구광역시 수성구 용학로 293-6(1층 1호 지산동)
20006,완뽕황금점,중국식,대구광역시 수성구 희망로 199(1층 황금동)
20007,왓더버거범어점,한식,대구광역시 수성구 동대구로59길 8(범어동)
20008,왕가네막창,한식,대구광역시 수성구 지범로27길 12(지산동)
20009,왕가손짜장,중국식,"대구광역시 수성구 천을로31길 8(110동 105호 매호동,시지2차서한타운)"
20010,왕곱배기냉면,한식,대구광역시 수성구 범어로20길 51(범어동)
20011,왕대박,한식,대구광역시 수성구 교학로2길 40(만촌동)
20012,왕돌곱도리탕,한식,대구광역시 수성구 신매로16길 16-4(1층 신매동)
20013,왕돌초,회집,대구광역시 수성구 달구벌대로492길 3(범어동)
20014,왕마왕비빔밥(수성본점),한식,대구광역시 수성구 수성로70길 8(수성동2가)
20015,왕비막창,한식,대구광역시 수성구 수성로72길 53(1층 수성동2가)
20016,왕서방,경양식,대구광역시 수성구 동원로28길 21(만촌동)
20017,왕서방,한식,대구광역시 수성구 만촌로 166(만촌동)
20018,왕서방반점,중국식,대구광역시 수성구 청호로 330(황금동)
20019,왕섬,경양식,대구광역시 수성구 지범로 65-10(지산동)
20020,왕소금구이품절돼지,경양식,대구광역시 수성구 동대구로7길 19(C동 두산동)
20021,왕소금구이품절돼지,한식,대구광역시 수성구 동대구로7길 19(두산동)
20022,왕의도시락,김밥(도시락),대구광역시 수성구 신천동로98길 17(1층 수성동4가)
20023,왕의도시락,한식,대구광역시 수성구 신천동로98길 20(1층 수성동4가)
20024,왕포차,기타,대구광역시 수성구 동대구로29길 35(황금동)
20025,외식1번가범어점,기타,대구광역시 수성구 동원로 29(범어동)
20026,외양간참숯갈비,식육(숯불구이),대구광역시 수성구 청수로 7-4(1층 중동)
20027,요거트월드수성,기타,대구광역시 수성구 희망로 214(1층 황금동)
20028,요나요나,기타,대구광역시 수성구 무학로23길 60(두산동)
20029,요녀석파스타,경양식,대구광역시 수성구 동원로 40(1층 만촌동)
20030,요달의찜닭대구범어점,한식,대구광역시 수성구 범어로 142(1층 범어동)
20031,요리공방,기타,"대구광역시 수성구 천을로 70(107동 104호 시지동, 시지월드메르디앙)"
20032,요리성,중국식,대구광역시 수성구 국채보상로 1006(만촌동)
20033,요리하는중,기타,대구광역시 수성구 달구벌대로627길 14-23(1층 매호동)
20034,요요막창,한식,대구광역시 수성구 상화로 120(두산동)
20035,용궁,경양식,"대구광역시 수성구 고산로4길 84(신매동,1층)"
20036,용궁단골식당,한식,"대구광역시 수성구 지산로 78(1, 2층 지산동)"
20037,용궁삼합일,경양식,대구광역시 수성구 들안로 79(상동)
20038,용루,중국식,대구광역시 수성구 무학로 127(두산동)
20039,용바우물회,회집,"대구광역시 수성구 용학로 137(상가동 101호 두산동,두산아름빌)"
20040,용왕전복삼합,식육(숯불구이),대구광역시 수성구 상화로 93(두산동)
20041,용용선생대구수성못점,식육(숯불구이),대구광역시 수성구 수성못2길 55-2(두산동)
20042,용지막창,한식,대구광역시 수성구 범안로 86(범물동)
20043,용지봉사계절,탕류(보신용),대구광역시 수성구 진밭길 411-11(범물동)
20044,용지숯불한우,한식,대구광역시 수성구 지범로47길 8-5(1층 범물동)
20045,용철이떡갈비,한식,대구광역시 수성구 신매로16길 30(1층 신매동)
20046,용포차,한식,대구광역시 수성구 지범로 277-1(범물동)
20047,용학생고기수성못본점,한식,대구광역시 수성구 용학로25길 47(3층 두산동)
20048,우가,한식,"대구광역시 수성구 달구벌대로641길 17-2(104호 매호동, 매호시장)"
20049,우가생고기,호프/통닭,대구광역시 수성구 달구벌대로641길 17-4(매호동)
20050,우각정(본점),식육(숯불구이),"대구광역시 수성구 신천동로 450(수성동4가,, 4, 20)"
20051,우각정식당,한식,대구광역시 수성구 용학로 111(두산동)
20052,우녹집,식육(숯불구이),대구광역시 수성구 들안로9길 68-15(1층 상동)
20053,우니올로,기타,대구광역시 수성구 국채보상로162길 24(1층 범어동)
20054,우담,한식,대구광역시 수성구 신천동로96길 60(1층 수성동4가)
20055,우담국수,한식,대구광역시 수성구 달구벌대로650길 59-3(욱수동)
20056,우당탕반점,중국식,대구광역시 수성구 범어로19길 25(1층 범어동)
20057,"우돈축산돈곰탕,북극냉면",한식,대구광역시 수성구 들안로8길 60(1층 두산동)
20058,우된장수성점,한식,대구광역시 수성구 들안로16길 57(1층 두산동)
20059,우드테일러스카페,경양식,대구광역시 수성구 신매로4길 3(신매동)
20060,우라도리,일식,"대구광역시 수성구 청수로9길 30(지하1층,1층 중동)"
20061,우리국집,한식,"대구광역시 수성구 용학로42길 9(B동 3호 지산동,목련시장)"
20062,우리동네,한식,대구광역시 수성구 청수로45길 151-4(황금동)
20063,우리동네돼지국밥,한식,대구광역시 수성구 지범로45길 8(범물동)
20064,우리동네수제돈까스,한식,대구광역시 수성구 달구벌대로647길 20-9(1층 신매동)
20065,우리동네시지점,한식,대구광역시 수성구 시지로3길 52(2층 시지동)
20066,우리동네식당,한식,대구광역시 수성구 용학로36길 5(1층 지산동)
20067,우리동네주꾸미,한식,대구광역시 수성구 천을로 198(매호동)
20068,우리밥상고유,회집,대구광역시 수성구 무학로 179(지산동)
20069,우리분식점,분식,대구광역시 수성구 상화로 15(1층 상동)
20070,우리소가든,식육(숯불구이),대구광역시 수성구 청수로 91-6(황금동)
20071,우리할매떡볶이대구시지점,분식,대구광역시 수성구 알파시티2로 19(1층 103호 시지동)
20072,우리할매떡볶이범어점,분식,대구광역시 수성구 범어로 91(1층 범어동)
20073,우리할매떡볶이지산범물점,기타,대구광역시 수성구 지범로31길 9(지산동)
20074,우마이,회집,대구광역시 수성구 파동로22길 9-45(1층 파동)
20075,우마이덮밥,일식,대구광역시 수성구 알파시티2로 20(1층 3호 시지동)
20076,우마이동,일식,대구광역시 수성구 동대구로20길 94(지산동)
20077,우마이몽,한식,대구광역시 수성구 청수로24길 26(두산동)
20078,우미생고기,한식,대구광역시 수성구 무학로23길 82(1층 두산동)
20079,우미식당,일식,"대구광역시 수성구 고산로18길 19(1,2층 신매동)"
20080,우방반점,중국식,대구광역시 수성구 청수로35길 83-11(황금동)
20081,우백회,기타,대구광역시 수성구 수성로68길 47-7(1층 수성동2가)
20082,우봉가,식육(숯불구이),대구광역시 수성구 무학로23길 92(두산동)
20083,우봉가,식육(숯불구이),대구광역시 수성구 달구벌대로641길 7(매호동)
20084,우봉가,한식,대구광역시 수성구 화랑로8길 10(만촌동)
20085,우야꼬닭강정수성점,경양식,대구광역시 수성구 무학로33길 31-25(1층 지산동)
20086,우야지 막창,식육(숯불구이),"대구광역시 수성구 범어천로 147-8(1,2층 수성동4가)"
20087,우야지막창,식육(숯불구이),대구광역시 수성구 교학로 40(만촌동)
20088,우야지막창,호프/통닭,대구광역시 수성구 지범로29길 7(지산동)
20089,우연1972,식육(숯불구이),대구광역시 수성구 동대구로38길 37(1층 황금동)
20090,우연1972,경양식,대구광역시 수성구 동대구로38길 33(1층 황금동)
20091,우작바,한식,대구광역시 수성구 수성로52길 51(1층 중동)
20092,우전,경양식,"대구광역시 수성구 동대구로14길 28(지산동,1층)"
20093,우정담프리미엄,기타,대구광역시 수성구 청수로26길 46(1동 6층 601호 두산동)
20094,우주네식당,한식,대구광역시 수성구 상화로 37-1(상동)
20095,우즈베이커리카페수성호수점,기타,"대구광역시 수성구 수성못6길 3(2,3,4층 두산동)"
20096,욱수골보양가든,식육(숯불구이),대구광역시 수성구 욱수천로 15-10(욱수동)
20097,운문산맥,한식,대구광역시 수성구 달구벌대로502길 5(1층 범어동)
20098,운문식당,한식,대구광역시 수성구 국채보상로 950(범어동)
20099,울릉도,식육(숯불구이),대구광역시 수성구 청수로 96(두산동)
20100,울릉도수산시장,경양식,대구광역시 수성구 수성로 265(1층 수성동1가)
20101,울산정자참가자미,한식,대구광역시 수성구 지산로 51(지산동)
20102,울산정자참가자미,일식,"대구광역시 수성구 충의로 1(2층, 3층 만촌동)"
20103,울엄마손메밀묵,한식,대구광역시 수성구 욱수길 57(욱수동)
20104,울엄마손메밀묵집,한식,대구광역시 수성구 들안로 141-1(중동)
20105,울진대게,한식,대구광역시 수성구 명덕로 450-1(수성동3가)
20106,울진왕돌참가자미,한식,대구광역시 수성구 청수로3길 5(중동)
20107,울진참가자미,일식,대구광역시 수성구 들안로 297(수성동2가)
20108,울진참가자미,일식,대구광역시 수성구 동원로28길 24-1(만촌동)
20109,울진참전복전문점,회집,대구광역시 수성구 상록로2길 20(범어동)
20110,울진회직송,회집,"대구광역시 수성구 명덕로 437(수성동3가,1층)"
20111,울타리식당,한식,대구광역시 수성구 들안로48길 24(1층 수성동3가)
20112,울할매찜닭본점,호프/통닭,"대구광역시 수성구 청수로1길 68(107호 중동, 중동서울아파트)"
20113,웁스,기타,"대구광역시 수성구 용학로 52(두산동,지하1층)"
20114,웃어라짬뽕,중국식,대구광역시 수성구 세진로 3(범어동)
20115,웅스찜닭,한식,대구광역시 수성구 달구벌대로650길 12(신매동)
20116,웅짱치킨,일식,대구광역시 수성구 범어로19길 2(범어동)
20117,워니 닭한마리,한식,대구광역시 수성구 교학로 26(만촌동)
20118,워니숯불꼬치,기타,대구광역시 수성구 상록로2길 77(로타리시장 3동 1층 9호 범어동)
20119,워니통닭,한식,"대구광역시 수성구 상록로2길 77(범어동,로타리시장 4동 11호,12호)"
20120,원(元)청담면옥,한식,대구광역시 수성구 달구벌대로 2557(1층 만촌동)
20121,원김밥,한식,대구광역시 수성구 동대구로12길 100(1층 지산동)
20122,원샷포차,한식,대구광역시 수성구 용학로42길 20(지산동)
20123,원성꽃돼지갈비,식육(숯불구이),대구광역시 수성구 동대구로3길 19(두산동)
20124,원아구찜수성점,기타,대구광역시 수성구 들안로40길 64(1층 황금동)
20125,원이김밥푸드몰수성점,김밥(도시락),대구광역시 수성구 명덕로 472(범어동)
20126,원조대구막창,식육(숯불구이),"대구광역시 수성구 수성로69길 14(301동 101호 수성동1가,수성대백인터빌)"
20127,원조막창,식육(숯불구이),대구광역시 수성구 신매로19길 32(신매동)
20128,원조부산양곱창,식육(숯불구이),대구광역시 수성구 동대구로59길 14-8(1층 범어동)
20129,원조아삼겹,식육(숯불구이),대구광역시 수성구 만촌로 105(만촌동)
20130,원조안동갈비,한식,대구광역시 수성구 달구벌대로496길 18(범어동)
20131,원조욱수골할매묵집,한식,대구광역시 수성구 욱수길 56-1(욱수동)
20132,원조토스트,,대구광역시 수성구 들안로 386(1층 범어동)
20133,원조할매국밥,식육(숯불구이),대구광역시 수성구 달구벌대로 3116(시지동)
20134,원조할매국밥,한식,"대구광역시 수성구 달구벌대로 2684(만촌동,,861-1)"
20135,원조할매국밥,호프/통닭,대구광역시 수성구 용학로 167(지산동)
20136,원조할매국밥,한식,대구광역시 수성구 만촌로 168(만촌동)
20137,원조할매국밥,식육(숯불구이),대구광역시 수성구 범어천로 56(1층 범어동)
20138,원테이블스푼,한식,대구광역시 수성구 범안로 5(1층 범물동)
20139,원피스피자,기타,대구광역시 수성구 수성로70길 46(1층 수성동2가)
20140,원할머니보쌈범어점,한식,대구광역시 수성구 동대구로 331(범어동)
20141,원할머니보쌈족발대구시지점,한식,대구광역시 수성구 달구벌대로 3294(시지퍼스트 1동 1층 105호 신매동)
20142,원희왕갈비,식육(숯불구이),대구광역시 수성구 청솔로 48-1(범어동)
