연번,업소명,업태,업소주소
28300,김삿갓나루터,한식,대구광역시 달성군 다사읍 서재로 127-1
28301,김삿갓막국수,한식,대구광역시 달성군 가창면 가창로 786
28302,김연탄 제주근고기전문점,식육(숯불구이),대구광역시 달성군 옥포읍 돌미상업로1길 21-22(세한푸드타워 1층 101호)
28303,김종구식맛치킨 전기바베큐 옛날통닭 대구대실역점,식육(숯불구이),대구광역시 달성군 다사읍 대실역남로 22(1층)
28304,김충기 꽃삼겹,식육(숯불구이),대구광역시 달성군 다사읍 왕선로1길 37-1(1층)
28305,김충기 꽃삼겹 화원점,한식,대구광역시 달성군 화원읍 비슬로523길 12(1층)
28306,김치찜은못참지,한식,대구광역시 달성군 현풍읍 테크노중앙대로5길 28(1층)
28307,김태주선산곱창,한식,대구광역시 달성군 화원읍 사문진로 425(외2필지)
28308,김태주선산곱창 구지점,식육(숯불구이),대구광역시 달성군 구지면 과학마을로 17(1층)
28309,김태주선산곱창 현풍점(테크노폴리스),한식,"대구광역시 달성군 유가읍 테크노상업로4길 18-16(102,103호)"
28310,김태희맛집,한식,대구광역시 달성군 옥포읍 용연사길 118(2층)
28311,김태희손국수식당,한식,대구광역시 달성군 옥포읍 옥포로 597
28312,김태희여사의찜,한식,대구광역시 달성군 옥포읍 용연사길 118
28313,김피디 라디오비어,호프/통닭,대구광역시 달성군 현풍읍 테크노중앙대로5길 1-19
28314,까꾸리 한정식,한식,대구광역시 달성군 다사읍 세천로7길 15
28315,까꾸리식당,한식,대구광역시 달성군 다사읍 왕선로1길 31
28316,까리따스식당,한식,대구광역시 달성군 논공읍 논공로 210
28317,까사드테하,기타,"대구광역시 달성군 가창면 녹문길 16-11(2동 1,2층)"
28318,까치식당,분식,대구광역시 달성군 옥포읍 비슬로 2202
28319,까페 865,기타,"대구광역시 달성군 가창면 가창동로 111(1,2층)"
28320,깜장돼지,식육(숯불구이),대구광역시 달성군 다사읍 세천로7길 9(2층)
28321,깡통청춘,식육(숯불구이),대구광역시 달성군 논공읍 논공로5길 220
28322,깨비김밥,분식,대구광역시 달성군 현풍읍 현풍로6길 5(현풍백년도깨비시장 105호)
28323,깻잎두마리치킨 앤 치킨캐슬,호프/통닭,대구광역시 달성군 화원읍 비슬로 2428
28324,꼬꼬&숯불 꿀꿀이,분식,대구광역시 달성군 다사읍 세천로 136(101호)
28325,꼬맹이 충무김밥,분식,대구광역시 달성군 다사읍 세천로 124(1층)
28326,꼬치의품격 대구테크노폴리스점,분식,대구광역시 달성군 유가읍 테크노상업로4길 18-8(은석타운 101호)
28327,꼼닭꼼닭,기타,대구광역시 달성군 논공읍 논공로5길 150
28328,꽁보리밥,한식,대구광역시 달성군 현풍읍 현풍로6길 5(현풍백년도깨비시장 중04호)
28329,꽃꼬댁 다사점,한식,대구광역시 달성군 다사읍 매곡로14길 8(405동 1층 102호)
28330,꽃뜨락,분식,대구광역시 달성군 가창면 가창로 764
28331,꽃잔디식당,한식,대구광역시 달성군 다사읍 달구벌대로 750
28332,꽃피는산골,한식,대구광역시 달성군 가창면 삼산길 5
28333,꾸꼬뽀꼬숯불양념치킨,호프/통닭,대구광역시 달성군 논공읍 논공로23길 14-4(803-109)
28334,꾸꾸치킨 구지점,호프/통닭,대구광역시 달성군 구지면 과학마을로2길 17(1층)
28335,꾸버찌,호프/통닭,대구광역시 달성군 현풍읍 테크노상업로 50(1층 109호)
28336,꾸어바논공점,식육(숯불구이),대구광역시 달성군 논공읍 논공로9길 94(2층)
28337,꾸웁소(테크노본점),한식,대구광역시 달성군 유가읍 테크노남로 144(1층)
28338,꾸죠,한식,대구광역시 달성군 다사읍 서재로7길 60(1층)
28339,꾸찌포차,식육(숯불구이),대구광역시 달성군 구지면 과학마을로2길 49-11(1층)
28340,꿀꿀이막창,식육(숯불구이),대구광역시 달성군 화원읍 성화로 18
28341,꿀꿀이통돼지왕소금구이,식육(숯불구이),대구광역시 달성군 다사읍 왕선로 7(외2필지)
28342,꿀딴지,경양식,대구광역시 달성군 가창면 가창로175길 59-6
28343,꿀맛분식,분식,대구광역시 달성군 다사읍 달구벌대로 812(301동 113호 강창하이츠)
28344,꿀벌정식,한식,대구광역시 달성군 화원읍 사문진로 415
28345,꿀벙치킨,호프/통닭,대구광역시 달성군 현풍읍 국가산단대로70길 41(상가10호 국가산단 서한이다음 아파트)
28346,꿀탕 탕후루,분식,대구광역시 달성군 구지면 과학마을로5길 47(1층)
28347,꿈을담는항아리,한식,대구광역시 달성군 하빈면 하목정길 58
28348,꿉삼,식육(숯불구이),대구광역시 달성군 다사읍 세천북로 31
28349,끈난이네 한끼밥상,한식,대구광역시 달성군 논공읍 시저로 3
28350,끌리다(cclida),기타,대구광역시 달성군 화원읍 화원로3길 14-3(1층)
28351,나경식당,한식,대구광역시 달성군 현풍읍 비슬로130길 96(1층)
28352,나그네와술,정종/대포집/소주방,대구광역시 달성군 논공읍 논공로15길 6(1층)
28353,나나푸드,식육(숯불구이),대구광역시 달성군 현풍읍 테크노북로 33-19(1층)
28354,나도정,한식,대구광역시 달성군 다사읍 달구벌대로92길 118
28355,나드리김밥 대실역점,분식,대구광역시 달성군 다사읍 대실역남로 8(1층 103호)
28356,나드리김밥 세천점,김밥(도시락),"대구광역시 달성군 다사읍 세천로 146(1층 101, 102일부호)"
28357,나드리김밥 유가점,분식,대구광역시 달성군 유가읍 테크노대로5길 58(115동 1층 102호 대구테크노 폴리스 호반베르디움)
28358,나드리김밥 천내리점,분식,대구광역시 달성군 화원읍 화원로 11(1층)
28359,나드리김밥 테크노폴리스1호점,분식,대구광역시 달성군 현풍읍 테크노상업로 40(1층 101호)
28360,나드리김밥천국,분식,대구광역시 달성군 다사읍 서재로 120(금봉타운상가 106호)
28361,나드리김밥천국,분식,대구광역시 달성군 화원읍 성암로1길 9
28362,나들목식당,한식,대구광역시 달성군 하빈면 하산4길 29
28363,나루터매운탕어탕,한식,대구광역시 달성군 다사읍 서재로 82(1층)
28364,나루터식당,한식,대구광역시 달성군 화원읍 사문진로 289-6(1층)
28365,나무창작소&카페,기타,대구광역시 달성군 현풍읍 비슬로134길 127(1층)
28366,나무푸드,분식,대구광역시 달성군 현풍읍 비슬로134길 189(1층)
28367,나쁜남자 닭발상회,호프/통닭,대구광역시 달성군 현풍읍 테크노중앙대로 325-55
28368,나우&푸드,기타,대구광역시 달성군 구지면 창리로11길 33(1층)
28369,나인로드 피제리아(현풍테크노폴리스점),경양식,"대구광역시 달성군 유가읍 테크노순환로12길 33(201호, 202호)"
28370,나인바,호프/통닭,대구광역시 달성군 유가읍 테크노상업로4길 18-16(302호일부)
28371,나짜장너짬뽕,중국식,대구광역시 달성군 유가읍 테크노중앙대로 326-7
28372,나폴리언덕,기타,"대구광역시 달성군 유가읍 테크노순환로12길 33(테크노더원 1층 117,118,119,120,121,122호)"
28373,낙동가마솥추어탕,한식,대구광역시 달성군 논공읍 비슬로314길 43(1층)
28374,낙동강레포츠밸리 수상레저센터,한식,대구광역시 달성군 구지면 구지서로 199(3층)
28375,낙동생오리,식육(숯불구이),대구광역시 달성군 다사읍 죽곡2길 7-4
28376,낙동생오리,식육(숯불구이),대구광역시 달성군 논공읍 논공중앙로 136-1
28377,낙동생오리 화원점,식육(숯불구이),대구광역시 달성군 화원읍 성천로26길 40
28378,낙동생오리(다사점),식육(숯불구이),대구광역시 달성군 다사읍 달구벌대로174길 17-7
28379,낙동생오리(현풍점),한식,대구광역시 달성군 현풍읍 비슬로130길 38(1층)
28380,낙동식당,한식,대구광역시 달성군 다사읍 달구벌대로92길 88
28381,낙산루반점,중국식,대구광역시 달성군 논공읍 용호로2길 28
28382,낙원횟집,일식,대구광역시 달성군 다사읍 세천남로 26
28383,낙지고을,한식,대구광역시 달성군 구지면 과학마을로3길 11-2(1층)
28384,낙지이야기,한식,대구광역시 달성군 화원읍 명천로 103(외1필지)
28385,낙지이야기 논공점,한식,대구광역시 달성군 논공읍 논공중앙로28길 10
28386,날마다잔치집,한식,대구광역시 달성군 유가면 현풍로 201-10(1층)
28387,남강식당,한식,대구광역시 달성군 논공읍 비슬로 969
28388,남다른감자탕 서재점,한식,대구광역시 달성군 다사읍 서재로33길 1
28389,남다른감자탕 테크노폴리스점,한식,"대구광역시 달성군 현풍읍 테크노대로 54(303호,304호,305호 테크노플라자2)"
28390,남도식당,한식,대구광역시 달성군 다사읍 세천로10안길 9(1층)
28391,남산동 엄마찜닭,한식,대구광역시 달성군 현풍읍 테크노중앙대로5길 33-19(1층)
28392,남산식당,한식,대구광역시 달성군 화원읍 명천로27길 15-4
28393,남양회물회,회집,대구광역시 달성군 현풍읍 현풍중앙로20길 25
28394,남이 식당,한식,대구광역시 달성군 현풍읍 현풍중앙로16길 9(1층)
28395,남지향어회,회집,대구광역시 달성군 화원읍 비슬로 2487(1층)
28396,남촌옥,한식,대구광역시 달성군 화원읍 비슬로481길 1
28397,남흥식품,한식,대구광역시 달성군 화원읍 성암로 16-19(1층)
28398,남희식당,한식,대구광역시 달성군 옥포읍 교항6길 1(1층)
28399,낮이나밤이나 달구지왕족발보쌈,한식,대구광역시 달성군 구지면 과학마을로2길 33-3(1층)
28400,내고향왕족발,식육(숯불구이),대구광역시 달성군 다사읍 서재로 142
28401,내인생의봄날,호프/통닭,대구광역시 달성군 현풍읍 테크노북로2길 10(107호 대구테크노폴리스엘에이치천년나무1단지)
28402,냄비집,한식,대구광역시 달성군 논공읍 비슬로 1556(외2필지)
28403,냉천개발(주)골프장식당,한식,대구광역시 달성군 가창면 가창로 1037-9(외13필지)
28404,냉천할매집식당,한식,대구광역시 달성군 가창면 가창로 729
28405,너나들이보드게임카페,기타,대구광역시 달성군 다사읍 달구벌대로 875(MA PLAZA 3층 303호)
28406,너머식당,한식,대구광역시 달성군 다사읍 달구벌대로 841
28407,네거리식당,식육(숯불구이),대구광역시 달성군 화원읍 성천로42길 51-4
28408,네네치킨 구지점,호프/통닭,대구광역시 달성군 구지면 창리중앙길 97(423-5)
28409,네네치킨 다사점,호프/통닭,대구광역시 달성군 다사읍 대실역북로 55(302동 1층 103호 대실역 동화 아이위시)
28410,네네치킨 화원점,호프/통닭,대구광역시 달성군 화원읍 화암로 65(108호)
28411,네네치킨(옥포점),호프/통닭,대구광역시 달성군 옥포읍 돌미로2길 1(1동 108호 제일빌딩)
28412,네네치킨논공점,호프/통닭,대구광역시 달성군 논공읍 논공중앙로 118
28413,네네치킨현풍점,호프/통닭,대구광역시 달성군 현풍읍 테크노중앙대로 325-49(1층)
28414,네오피자 현풍점,분식,대구광역시 달성군 현풍읍 현풍동로19길 16-1
28415,노가네,한식,대구광역시 달성군 현풍읍 현풍로6길 5(현풍백년도깨비시장 중06호)
28416,노랑통닭 다사점,호프/통닭,대구광역시 달성군 다사읍 죽곡1길 10(1층 104호)
28417,노랑통닭 옥포점,호프/통닭,대구광역시 달성군 옥포읍 돌미로2서길 6(105호 화담빌딩)
28418,노랑통닭 화원점,호프/통닭,대구광역시 달성군 화원읍 비슬로523길 3-29(1층)
28419,노랑통닭(서재 세천점),호프/통닭,대구광역시 달성군 다사읍 서재로 139(1층)
28420,노랑통닭(현풍점),호프/통닭,대구광역시 달성군 현풍읍 테크노중앙대로5길 16-12
28421,노을,한식,대구광역시 달성군 현풍읍 비슬로 801
28422,녹지원이바지,기타,대구광역시 달성군 현풍읍 테크노상업로 26(2층 101-1호)
28423,논공(광주)휴게소 양식.면요리,경양식,"대구광역시 달성군 논공읍 삼리리 460 외 32필지, 1층"
28424,논공(광주)휴게소 한식,한식,"대구광역시 달성군 논공읍 삼리리 460 외 32필지, 1층"
28425,"논공(대구)휴게소 양식, 면요리",경양식,대구광역시 달성군 논공읍 88올림픽고속도로 176(1층)
28426,논공(대구)휴게소 한식,한식,대구광역시 달성군 논공읍 88올림픽고속도로 176(1층)
28427,논공닭칼국수,한식,대구광역시 달성군 논공읍 용호로1길 35
28428,논공숯불생오리,식육(숯불구이),대구광역시 달성군 논공읍 비슬로 1735(외1필지1층)
28429,논공옛날국수,한식,대구광역시 달성군 논공읍 논공중앙로30길 5(1층)
28430,논공통닭,호프/통닭,대구광역시 달성군 화원읍 비슬로516길 22
28431,논공포차,호프/통닭,대구광역시 달성군 논공읍 남리길 3(1층)
28432,논공푸줏간,식육(숯불구이),대구광역시 달성군 논공읍 논공중앙로22길 7
